country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,region,subregion,landAreaKm,density,co2_per_landmass
Romania,2017,ROU,19698852.0,369827774464.0,3.31,0.168,80.043,63.152,1.969,3.218,3.206,0.171,0.162,4.063,0.216,0.206,21.839,1.109,85.685,4.35,0.232,249.936,8336.1,11599.367,2499.715,25.654,2840.288,3470.394,2688.247,32.259,19747.193,1.052,0.776,0.039,24.392,1.238,5.184,4.023,-16.891,-0.857,17.19,0.873,8.9,0.452,28.42,1.443,0.066,1.305,388.997,0.22,0.222,0.156,0.151,0.648,0.524,0.502,0.335,0.153,1.271,0.478,0.482,Europe,Eastern Europe,230080.0,86.4604,0.0003478920375521558
Romania,2018,ROU,19606778.0,386236481536.0,3.505,0.179,80.516,63.332,0.18,0.285,3.23,0.164,0.16,4.107,0.208,0.203,20.695,1.055,88.77,4.527,0.23,253.441,8416.615,11662.699,2520.409,26.515,2865.7,3453.21,2716.977,33.573,20218.59,1.026,0.861,0.044,25.412,1.296,5.243,4.076,-17.184,-0.876,16.94,0.864,8.95,0.456,28.73,1.465,0.067,1.314,396.421,0.223,0.219,0.154,0.14,0.631,0.517,0.496,0.331,0.154,1.241,0.473,0.477,Europe,Eastern Europe,230080.0,86.4604,0.0003499478442280946
Russia,1990,RUS,148005696.0,1834865262592.0,34.609,0.234,2534.865,2850.775,132.239,4.864,19.261,1.554,0.283,17.127,1.381,0.252,753.268,5.089,2041.725,13.795,1.113,1013.99,66515.883,158338.641,32113.047,329.924,11715.875,95275.289,21305.27,37.776,68079.164,5.491,33.222,0.224,787.972,5.324,20.371,17.894,315.91,2.134,696.96,4.709,109.05,0.737,888.019,6.0,0.255,37.776,10076.104,7.008,11.139,10.316,8.67,8.276,8.23,11.371,7.337,4.031,14.806,16.178,7.918,Europe,Eastern Europe,16376870.0,8.82,0.00015478324002083426
Russia,1991,RUS,148455408.0,1777486528512.0,32.837,0.221,2405.532,2686.488,-164.287,-5.763,18.096,1.511,0.27,16.204,1.353,0.242,704.591,4.746,2078.358,14.0,1.169,1046.827,68921.414,161025.125,32817.637,363.553,12470.623,95556.242,22149.514,73.26,66946.992,5.591,33.629,0.227,754.749,5.084,19.884,17.415,280.956,1.893,667.56,4.497,103.22,0.695,844.242,5.687,0.239,35.485,9938.644,6.467,10.349,9.594,8.189,8.204,8.29,11.336,7.354,4.294,15.018,16.096,7.944,Europe,Eastern Europe,16376870.0,8.82,0.0001468859434067682
Russia,1992,RUS,148725600.0,1555013173248.0,26.717,0.18,1965.61,2134.118,-552.37,-20.561,14.349,1.372,0.223,13.216,1.264,0.205,521.107,3.504,778.828,5.237,0.501,1073.544,70887.023,163159.25,33338.746,390.929,13244.773,95724.75,22734.697,104.336,64323.965,6.152,27.375,0.184,774.15,5.205,18.796,16.327,168.507,1.133,632.98,4.256,94.49,0.635,585.185,3.935,0.209,31.076,9566.62,5.051,8.705,7.769,6.204,8.079,8.301,11.268,7.333,4.484,15.225,15.993,7.893,Europe,Eastern Europe,16376870.0,8.82,0.000120023545402754
Russia,1993,RUS,148897280.0,1449494315008.0,21.995,0.148,1865.939,1982.601,-151.516,-7.1,13.315,1.368,0.222,12.532,1.287,0.209,507.105,3.406,1114.574,7.486,0.769,1095.539,72752.961,165141.859,33845.852,412.992,14026.253,95841.414,23244.498,127.83,59901.234,6.153,22.063,0.148,781.48,5.248,17.469,15.003,116.662,0.784,607.6,4.081,86.54,0.581,509.803,3.424,0.158,23.494,8919.131,3.988,8.179,7.16,5.965,7.916,8.297,11.191,7.307,4.608,15.403,15.883,7.819,Europe,Eastern Europe,16376870.0,8.82,0.00011393746179825571
Russia,1994,RUS,148829120.0,1295583412224.0,16.475,0.111,1646.942,1715.568,-267.033,-13.469,11.527,1.324,0.211,11.066,1.271,0.202,454.251,3.052,1177.224,7.91,0.909,1112.014,74399.906,166857.422,34300.102,431.658,14759.038,95910.039,23651.148,145.946,54683.012,6.282,18.667,0.125,732.785,4.924,15.878,13.41,68.627,0.461,581.52,3.907,73.17,0.492,406.648,2.732,0.122,18.116,8138.424,2.8,7.17,6.07,5.314,7.707,8.269,11.095,7.271,4.687,15.509,15.756,7.716,Europe,Eastern Europe,16376870.0,8.82,0.00010056512630313363
Russia,1995,RUS,148557456.0,1270544072704.0,16.646,0.112,1618.951,1621.882,-93.686,-5.461,10.918,1.277,0.211,10.898,1.274,0.21,478.57,3.221,1169.386,7.872,0.92,1128.661,76018.859,168479.312,34778.672,451.636,15458.467,95912.969,24037.787,163.633,51845.484,6.062,19.977,0.134,699.429,4.708,15.385,12.913,2.931,0.02,559.39,3.765,68.0,0.458,386.641,2.603,0.119,17.687,7702.033,2.674,6.901,5.642,5.442,7.499,8.234,10.992,7.238,4.777,15.556,15.621,7.609,Europe,Eastern Europe,16376870.0,8.82,9.88559474429485e-05
Russia,1996,RUS,148233408.0,1254719356928.0,12.723,0.086,1586.173,1707.451,85.569,5.276,11.519,1.361,0.23,10.701,1.264,0.214,477.104,3.219,1254.882,8.466,1.0,1141.384,77605.031,170186.75,35255.773,471.79,16158.099,96034.242,24398.977,179.005,50010.332,5.908,20.154,0.136,699.631,4.72,15.038,12.649,121.278,0.818,552.67,3.728,69.18,0.467,361.188,2.437,0.104,15.372,7413.202,2.003,6.565,5.799,5.292,7.276,8.191,10.894,7.202,4.863,15.571,15.507,7.495,Europe,Eastern Europe,16376870.0,8.82,9.685446608539972e-05
Russia,1997,RUS,147939968.0,1299740884992.0,12.273,0.083,1481.619,1514.558,-192.893,-11.297,10.238,1.165,0.216,10.015,1.14,0.211,411.674,2.783,1178.677,7.967,0.907,1153.657,79086.648,171701.312,35667.453,493.633,16827.18,96067.18,24751.779,192.948,47390.879,5.394,21.843,0.148,669.081,4.523,14.128,11.648,32.939,0.223,519.34,3.51,59.75,0.404,352.804,2.385,0.094,13.943,7011.005,1.856,6.097,4.822,4.591,7.057,8.139,10.775,7.155,4.96,15.554,15.336,7.381,Europe,Eastern Europe,16376870.0,8.82,9.04702180575409e-05
Russia,1998,RUS,147672720.0,1259447386112.0,11.923,0.081,1464.543,1459.853,-54.705,-3.612,9.886,1.159,0.209,9.917,1.163,0.209,400.158,2.71,1055.893,7.15,0.838,1165.58,80551.188,173161.172,36067.609,515.482,17500.461,96062.5,25097.232,204.828,47388.215,5.556,21.849,0.148,673.281,4.559,14.119,11.682,-4.69,-0.032,520.85,3.527,58.17,0.394,345.453,2.339,0.08,11.88,6997.947,1.81,6.049,4.915,4.586,6.854,8.088,10.668,7.111,5.057,15.533,15.202,7.27,Europe,Eastern Europe,16376870.0,8.82,8.942752797085156e-05
Russia,1999,RUS,147336384.0,1369025019904.0,13.173,0.089,1493.155,1481.504,21.65,1.483,10.055,1.082,0.209,10.134,1.091,0.211,406.786,2.761,1010.937,6.861,0.738,1178.752,82044.344,174642.672,36474.398,539.115,18186.865,96050.844,25447.455,217.764,48097.676,5.176,23.633,0.16,686.405,4.659,14.417,11.943,-11.652,-0.079,522.82,3.548,54.24,0.368,350.222,2.377,0.088,12.937,7086.538,1.906,6.037,4.902,4.594,6.661,8.038,10.562,7.068,5.171,15.506,15.07,7.162,Europe,Eastern Europe,16376870.0,8.82,9.117462616482881e-05
Russia,2000,RUS,146844848.0,1540482793472.0,15.113,0.103,1478.185,1455.028,-26.475,-1.787,9.909,0.945,0.202,10.066,0.96,0.205,426.448,2.904,995.829,6.782,0.646,1193.865,83522.539,176097.688,36900.844,562.879,18868.297,96027.688,25764.773,231.874,49127.297,4.683,23.764,0.162,681.432,4.64,14.819,12.345,-23.156,-0.158,529.92,3.609,56.03,0.382,317.318,2.161,0.096,14.11,7214.09,2.093,5.807,4.76,4.634,6.482,7.984,10.457,7.025,5.258,15.463,14.946,7.047,Europe,Eastern Europe,16376870.0,8.82,9.026053207969532e-05
Russia,2001,RUS,146235520.0,1650354421760.0,15.863,0.108,1514.714,1480.455,25.427,1.748,10.124,0.897,0.202,10.358,0.918,0.207,444.961,3.043,1112.024,7.604,0.674,1209.727,85037.242,177578.141,37345.805,587.227,19561.311,95993.43,26087.863,245.312,50112.773,4.44,24.348,0.167,693.013,4.739,14.968,9.734,-34.258,-0.234,533.89,3.651,56.03,0.383,323.091,2.209,0.092,13.438,7328.268,2.103,5.901,4.869,4.808,6.309,7.934,10.358,6.987,5.345,15.428,14.831,6.938,Europe,Eastern Europe,16376870.0,8.82,9.249105598322511e-05
Russia,2002,RUS,145590144.0,1773704445952.0,17.116,0.118,1505.52,1453.308,-27.147,-1.834,9.982,0.819,0.199,10.341,0.849,0.206,423.511,2.909,1118.155,7.68,0.63,1226.843,86542.766,179031.453,37769.312,622.043,20263.682,95941.211,26402.305,258.576,50130.188,4.115,34.816,0.239,702.372,4.824,15.019,9.77,-52.212,-0.359,541.73,3.721,56.56,0.388,314.441,2.16,0.091,13.264,7298.461,2.15,5.729,4.62,4.376,6.144,7.882,10.254,6.94,5.512,15.386,14.706,6.833,Europe,Eastern Europe,16376870.0,8.82,9.192965444556865e-05
Russia,2003,RUS,144946720.0,1946812547072.0,18.666,0.129,1535.293,1493.45,40.142,2.762,10.303,0.767,0.201,10.592,0.789,0.206,425.152,2.933,1160.474,8.006,0.596,1245.51,88078.055,180524.906,38194.465,656.586,20998.604,95899.375,26710.559,272.335,51387.621,3.826,34.543,0.238,734.919,5.07,15.59,10.34,-41.843,-0.289,576.38,3.976,59.06,0.407,308.254,2.127,0.095,13.759,7448.467,2.19,5.552,4.484,4.042,5.982,7.824,10.146,6.885,5.668,15.352,14.573,6.727,Europe,Eastern Europe,16376870.0,8.82,9.374764530707027e-05
Russia,2004,RUS,144353648.0,2135166287872.0,20.915,0.145,1541.754,1502.696,9.245,0.619,10.41,0.704,0.2,10.68,0.722,0.205,415.37,2.877,1183.541,8.199,0.554,1266.425,89619.805,182027.594,38609.84,696.224,21741.408,95860.32,27019.277,286.64,52053.332,3.519,39.638,0.275,742.806,5.146,15.602,10.332,-39.058,-0.271,578.46,4.007,54.92,0.38,308.72,2.139,0.099,14.305,7514.088,2.297,5.384,4.42,3.821,5.827,7.764,10.039,6.826,5.847,15.307,14.449,6.62,Europe,Eastern Europe,16376870.0,8.82,9.414216513900397e-05
Russia,2005,RUS,143800048.0,2320883253248.0,22.256,0.155,1559.083,1537.319,34.623,2.304,10.691,0.662,0.205,10.842,0.672,0.208,416.423,2.896,1196.014,8.317,0.515,1288.681,91178.891,183564.922,39026.258,737.754,22486.592,95838.555,27338.297,301.31,52182.891,3.233,41.53,0.289,745.183,5.182,15.848,10.527,-21.764,-0.151,591.01,4.11,52.72,0.367,319.02,2.218,0.102,14.671,7503.902,2.308,5.265,4.478,3.607,5.678,7.701,9.936,6.762,6.021,15.254,14.344,6.521,Europe,Eastern Europe,16376870.0,8.82,9.520030384316418e-05
Russia,2006,RUS,143338672.0,2565919997952.0,24.545,0.171,1618.246,1599.01,61.692,4.013,11.155,0.623,0.204,11.29,0.631,0.206,435.96,3.041,1238.385,8.64,0.483,1313.226,92797.141,185163.938,39462.219,779.911,23252.117,95819.32,27672.398,317.269,54674.266,3.054,42.157,0.294,765.526,5.341,16.161,10.839,-19.236,-0.134,589.3,4.111,54.06,0.377,334.1,2.331,0.111,15.959,7836.937,2.334,5.29,4.483,3.577,5.53,7.641,9.832,6.696,6.19,15.205,14.233,6.428,Europe,Eastern Europe,16376870.0,8.82,9.881289892390915e-05
Russia,2007,RUS,143117680.0,2852284792832.0,27.645,0.193,1618.586,1637.199,38.189,2.388,11.44,0.574,0.208,11.309,0.567,0.205,420.965,2.941,1309.71,9.151,0.459,1340.87,94415.727,186801.125,39883.188,830.779,24029.916,95837.93,27997.305,333.674,55047.945,2.762,50.868,0.355,777.797,5.435,16.251,10.899,18.613,0.13,594.58,4.154,53.57,0.374,324.906,2.27,0.115,16.405,7878.334,2.448,5.137,4.555,3.295,5.39,7.577,9.734,6.624,6.408,15.149,14.143,6.337,Europe,Eastern Europe,16376870.0,8.82,9.883365991181465e-05
Russia,2008,RUS,143086544.0,3070320967680.0,23.625,0.165,1646.969,1657.008,19.809,1.21,11.58,0.54,0.209,11.51,0.536,0.208,449.909,3.144,1332.943,9.316,0.434,1364.496,96062.695,188458.141,40333.094,867.403,24808.102,95847.961,28339.467,350.136,55313.559,2.578,36.625,0.256,778.187,5.439,16.268,10.973,10.039,0.07,598.14,4.18,62.51,0.437,342.161,2.391,0.115,16.462,7914.626,2.066,5.133,4.511,3.41,5.244,7.516,9.635,6.555,6.503,15.082,14.048,6.255,Europe,Eastern Europe,16376870.0,8.82,0.00010056677496982025
Russia,2009,RUS,143163648.0,2897514594304.0,19.746,0.138,1539.306,1655.931,-1.078,-0.065,11.567,0.572,0.22,10.752,0.531,0.205,416.978,2.913,1282.323,8.957,0.443,1384.242,97602.0,190114.062,40750.07,905.691,25538.973,95964.594,28660.658,362.365,52542.598,2.596,38.288,0.267,730.872,5.105,15.31,9.971,116.625,0.815,576.02,4.024,57.46,0.401,321.193,2.244,0.085,12.229,7522.19,1.679,4.877,4.525,3.203,5.09,7.452,9.542,6.486,6.603,15.002,13.962,6.176,Europe,Eastern Europe,16376870.0,8.82,9.399268602608435e-05
Russia,2010,RUS,143242592.0,3099422883840.0,22.723,0.159,1626.188,1780.955,125.024,7.55,12.433,0.575,0.228,11.353,0.525,0.208,416.737,2.909,1356.961,9.473,0.438,1406.965,99228.188,191895.031,41166.809,953.562,26331.537,96119.359,28992.504,376.815,54554.848,2.521,47.87,0.334,792.563,5.533,15.952,10.625,154.767,1.08,599.16,4.183,56.45,0.394,331.844,2.317,0.101,14.45,7814.578,1.811,4.874,4.662,2.992,4.945,7.388,9.45,6.41,6.763,14.925,13.887,6.098,Europe,Eastern Europe,16376870.0,8.82,9.929785117669005e-05
Russia,2011,RUS,143364544.0,3300296753152.0,25.129,0.175,1679.278,1764.686,-16.269,-0.913,12.309,0.535,0.218,11.713,0.509,0.208,427.838,2.984,1419.8,9.903,0.43,1432.093,100907.469,193659.719,41594.645,1005.123,27147.199,96204.766,29336.621,391.787,56364.215,2.448,51.561,0.36,815.661,5.689,16.568,11.816,85.408,0.596,607.93,4.24,59.35,0.414,344.117,2.4,0.104,14.972,8080.63,1.862,4.869,4.473,2.903,4.805,7.325,9.355,6.331,6.947,14.851,13.8,6.027,Europe,Eastern Europe,16376870.0,8.82,0.00010253961837640526
Russia,2012,RUS,143629360.0,3421750689792.0,26.332,0.183,1694.576,1834.908,70.221,3.979,12.775,0.536,0.227,11.798,0.495,0.209,442.75,3.083,1467.172,10.215,0.429,1458.425,102602.047,195494.625,42037.395,1058.051,27952.174,96345.094,29688.393,407.607,56386.773,2.367,52.928,0.369,804.976,5.605,16.392,11.659,140.331,0.977,605.41,4.215,58.95,0.41,351.771,2.449,0.11,15.82,8098.796,1.902,4.841,4.606,2.967,4.677,7.264,9.265,6.256,7.125,14.766,13.725,5.958,Europe,Eastern Europe,16376870.0,8.82,0.00010347374070869465
Russia,2013,RUS,143956864.0,3473313366016.0,27.281,0.19,1632.716,1772.315,-62.593,-3.411,12.311,0.51,0.222,11.342,0.47,0.204,405.263,2.815,1427.513,9.916,0.411,1485.707,104234.766,197266.938,42442.656,1106.878,28732.627,96484.695,30043.037,423.852,55547.664,2.302,48.828,0.339,780.454,5.421,16.099,11.344,139.598,0.97,605.0,4.203,56.77,0.394,354.646,2.464,0.113,16.245,7996.468,1.889,4.623,4.437,2.697,4.553,7.199,9.176,6.179,7.264,14.671,13.655,5.891,Europe,Eastern Europe,16376870.0,8.82,9.969646214447571e-05
Russia,2014,RUS,144285072.0,3559951171584.0,26.453,0.183,1631.662,1714.139,-58.176,-3.282,11.88,0.482,0.214,11.309,0.458,0.204,394.095,2.731,1391.314,9.643,0.391,1512.16,105866.422,198981.078,42836.754,1145.344,29505.381,96567.172,30426.242,440.542,55554.078,2.252,38.466,0.267,772.753,5.356,15.957,11.241,82.477,0.572,607.44,4.21,61.02,0.423,383.205,2.656,0.116,16.69,8015.624,1.764,4.586,4.233,2.618,4.431,7.136,9.084,6.102,7.33,14.571,13.572,5.833,Europe,Eastern Europe,16376870.0,8.82,9.963210308196866e-05
Russia,2015,RUS,144668384.0,3463078477824.0,23.171,0.16,1629.713,1840.247,126.108,7.357,12.72,0.531,0.234,11.265,0.471,0.207,414.059,2.862,1317.607,9.108,0.38,1535.331,107496.133,200821.328,43250.816,1178.367,30242.078,96777.711,30832.107,457.439,54470.105,2.275,33.023,0.228,736.698,5.092,15.811,11.079,210.533,1.455,612.01,4.23,58.68,0.406,405.865,2.805,0.117,16.897,7880.102,1.604,4.583,4.495,2.815,4.316,7.077,9.0,6.035,7.361,14.45,13.5,5.778,Europe,Eastern Europe,16376870.0,8.82,9.951309377188682e-05
Russia,2016,RUS,145109152.0,3461967511552.0,20.432,0.141,1624.756,1916.594,76.347,4.149,13.208,0.554,0.238,11.197,0.469,0.202,402.193,2.772,1359.457,9.369,0.393,1555.763,109120.891,202737.906,43653.004,1214.585,30991.865,97069.547,31232.475,473.197,55501.18,2.326,36.218,0.25,749.788,5.167,15.752,11.949,291.838,2.011,629.52,4.338,63.32,0.436,400.367,2.759,0.109,15.758,8053.729,1.373,4.574,4.785,2.801,4.198,7.02,8.926,5.971,7.412,14.331,13.455,5.724,Europe,Eastern Europe,16376870.0,8.82,9.92104107805704e-05
Russia,2017,RUS,145452544.0,3524075192320.0,20.512,0.141,1654.154,1981.313,64.719,3.377,13.622,0.562,0.245,11.372,0.469,0.204,384.724,2.645,1393.913,9.583,0.396,1576.276,110775.047,204719.219,44037.73,1256.511,31769.102,97396.703,31645.971,489.456,55704.781,2.299,41.926,0.288,777.236,5.344,15.982,12.167,327.159,2.249,643.54,4.424,62.43,0.429,413.497,2.843,0.112,16.259,8102.402,1.36,4.583,4.901,2.652,4.087,6.964,8.855,5.907,7.489,14.221,13.42,5.673,Europe,Eastern Europe,16376870.0,8.82,0.00010100550349364683
Russia,2018,RUS,145652288.0,3613410459648.0,20.091,0.138,1700.453,2075.17,93.858,4.737,14.247,0.574,0.247,11.675,0.471,0.202,396.392,2.721,1356.984,9.317,0.376,1596.366,112475.5,206794.406,44434.121,1305.949,32594.518,97771.422,32037.486,507.056,57677.75,2.325,49.438,0.339,825.415,5.667,16.611,12.826,374.717,2.573,673.31,4.623,64.67,0.444,391.516,2.688,0.121,17.601,8400.896,1.28,4.617,5.06,2.688,3.977,6.911,8.789,5.844,7.597,14.114,13.395,5.62,Europe,Eastern Europe,16376870.0,8.82,0.00010383260049081418
Slovakia,1990,SVK,5261310.0,65119608832.0,1.464,0.278,61.47,63.302,6.037,10.543,12.032,0.972,0.255,11.683,0.944,0.248,33.629,6.392,73.209,13.915,1.124,49.718,2682.931,3105.501,2125.538,0.024,151.503,474.232,354.853,1.295,47203.785,3.814,0.024,0.005,12.239,2.326,12.672,10.879,1.832,0.348,7.58,1.441,3.97,0.755,12.818,2.436,0.246,1.295,248.354,0.297,0.27,0.229,0.387,0.406,0.332,0.223,0.486,0.0,0.191,0.081,0.132,Europe,Eastern Europe,49035.0,118.1849,0.0012535943713673906
Slovakia,1991,SVK,5280230.0,55497322496.0,1.038,0.197,53.284,54.603,-8.699,-13.743,10.341,0.984,0.246,10.091,0.96,0.24,28.893,5.472,57.424,10.875,1.035,50.756,2736.215,3160.104,2154.432,0.049,163.443,475.551,365.312,2.223,42079.309,4.004,0.025,0.005,11.941,2.261,11.096,9.31,1.319,0.25,7.37,1.396,2.98,0.564,10.459,1.981,0.176,0.928,222.188,0.204,0.229,0.195,0.336,0.398,0.329,0.222,0.483,0.001,0.197,0.08,0.131,Europe,Eastern Europe,49035.0,118.1849,0.001086652391149179
Slovakia,1992,SVK,5301897.0,51833806848.0,1.307,0.246,48.884,50.643,-3.96,-7.252,9.552,0.977,0.237,9.22,0.943,0.229,25.886,4.882,56.177,10.596,1.084,52.063,2785.1,3210.746,2180.318,0.074,175.465,477.309,374.218,2.961,40314.301,4.124,0.025,0.005,12.022,2.267,10.575,8.795,1.759,0.332,6.96,1.313,2.72,0.513,8.906,1.68,0.139,0.738,213.742,0.247,0.216,0.184,0.308,0.392,0.326,0.222,0.48,0.001,0.202,0.08,0.13,Europe,Eastern Europe,49035.0,118.1849,0.0009969205669419802
Slovakia,1993,SVK,5321863.0,55429943296.0,1.029,0.193,46.349,47.631,-3.012,-5.948,8.95,0.859,0.227,8.709,0.836,0.221,24.71,4.643,51.743,9.723,0.933,53.091,2831.448,3258.377,2205.029,0.098,187.019,478.592,382.421,3.789,39455.379,3.788,0.024,0.005,11.554,2.171,10.04,8.268,1.282,0.241,6.48,1.218,2.45,0.46,8.203,1.541,0.156,0.828,209.976,0.187,0.203,0.172,0.291,0.384,0.323,0.221,0.476,0.001,0.205,0.079,0.129,Europe,Eastern Europe,49035.0,118.1849,0.0009452228000407871
Slovakia,1994,SVK,5338814.0,58743312384.0,1.115,0.209,43.754,45.916,-1.715,-3.6,8.6,0.782,0.222,8.196,0.745,0.212,22.225,4.163,44.939,8.417,0.765,54.206,2875.202,3304.293,2227.253,0.124,198.224,480.753,390.77,4.625,38743.297,3.521,0.025,0.005,11.204,2.099,9.508,7.74,2.162,0.405,6.08,1.139,2.81,0.526,8.349,1.564,0.157,0.836,206.843,0.189,0.19,0.162,0.26,0.376,0.32,0.22,0.472,0.001,0.208,0.079,0.127,Europe,Eastern Europe,49035.0,118.1849,0.0008923014173549505
Slovakia,1995,SVK,5349999.0,63231098880.0,1.155,0.216,44.142,45.974,0.058,0.127,8.593,0.727,0.219,8.251,0.698,0.21,21.392,3.999,46.634,8.717,0.738,55.361,2919.345,3350.268,2248.646,0.15,210.623,482.585,398.985,5.579,39205.48,3.317,0.026,0.005,12.4,2.318,9.594,7.832,1.832,0.342,5.91,1.105,2.9,0.542,8.215,1.536,0.178,0.954,209.749,0.186,0.188,0.16,0.243,0.368,0.316,0.219,0.468,0.002,0.212,0.079,0.126,Europe,Eastern Europe,49035.0,118.1849,0.0009002141327623127
Slovakia,1996,SVK,5358288.0,67359354880.0,1.1,0.205,44.023,46.112,0.138,0.299,8.606,0.685,0.218,8.216,0.654,0.208,20.778,3.878,48.302,9.014,0.717,56.461,2963.368,3396.38,2269.423,0.177,223.658,484.674,407.126,6.523,39416.027,3.135,0.027,0.005,13.035,2.433,9.581,7.822,2.088,0.39,5.96,1.112,3.13,0.584,8.14,1.519,0.176,0.943,211.202,0.173,0.182,0.157,0.23,0.36,0.313,0.217,0.464,0.002,0.216,0.078,0.125,Europe,Eastern Europe,49035.0,118.1849,0.0008977872947894362
Slovakia,1997,SVK,5365829.0,71293222912.0,1.215,0.226,44.096,46.294,0.182,0.395,8.628,0.649,0.223,8.218,0.619,0.213,20.525,3.825,47.29,8.813,0.663,57.676,3007.464,3442.674,2289.948,0.205,236.947,486.872,415.253,7.434,38637.348,2.908,0.027,0.005,13.289,2.477,9.544,7.784,2.198,0.41,5.81,1.083,3.02,0.563,8.128,1.515,0.17,0.911,207.321,0.184,0.181,0.147,0.229,0.353,0.31,0.216,0.459,0.002,0.219,0.078,0.124,Europe,Eastern Europe,49035.0,118.1849,0.0008992760273274192
Slovakia,1998,SVK,5371086.0,73994518528.0,1.822,0.339,43.825,46.499,0.205,0.444,8.657,0.628,0.222,8.159,0.592,0.209,19.199,3.575,48.519,9.033,0.656,59.499,3051.288,3489.173,2309.147,0.232,250.608,489.547,423.333,8.47,39009.043,2.832,0.027,0.005,13.66,2.543,9.32,7.565,2.675,0.498,5.74,1.069,2.82,0.525,8.079,1.504,0.193,1.036,209.521,0.277,0.181,0.157,0.22,0.35,0.306,0.215,0.455,0.002,0.222,0.077,0.123,Europe,Eastern Europe,49035.0,118.1849,0.0008937493627001122
Slovakia,1999,SVK,5374617.0,73685016576.0,1.827,0.34,43.035,46.077,-0.423,-0.909,8.573,0.625,0.218,8.007,0.584,0.204,18.412,3.426,45.289,8.426,0.615,61.326,3094.324,3535.25,2327.559,0.259,264.476,492.588,431.154,9.549,39313.191,2.868,0.027,0.005,13.868,2.58,9.044,7.288,3.041,0.566,5.53,1.029,2.31,0.43,7.821,1.455,0.201,1.079,211.293,0.264,0.174,0.152,0.208,0.347,0.303,0.214,0.451,0.002,0.225,0.077,0.121,Europe,Eastern Europe,49035.0,118.1849,0.0008776384215356377
Slovakia,2000,SVK,5376700.0,74412965888.0,1.19,0.221,41.136,41.246,-4.831,-10.484,7.671,0.554,0.189,7.651,0.553,0.188,17.768,3.305,46.252,8.602,0.622,62.516,3135.46,3576.495,2345.327,0.284,278.129,492.698,438.579,10.623,40591.293,2.933,0.025,0.005,13.653,2.539,8.554,6.798,0.11,0.02,5.21,0.969,2.57,0.478,7.425,1.381,0.2,1.074,218.247,0.165,0.162,0.135,0.193,0.339,0.3,0.212,0.446,0.003,0.228,0.077,0.12,Europe,Eastern Europe,49035.0,118.1849,0.0008389109819516672
Slovakia,2001,SVK,5376457.0,76717629440.0,1.209,0.225,43.221,43.148,1.902,4.611,8.025,0.562,0.192,8.039,0.563,0.192,18.386,3.42,48.362,8.995,0.63,63.726,3178.681,3619.643,2363.713,0.309,292.54,492.625,446.611,11.781,41766.941,2.927,0.025,0.005,14.411,2.68,8.666,7.103,-0.073,-0.014,5.08,0.945,2.76,0.513,8.032,1.494,0.215,1.158,224.558,0.16,0.168,0.142,0.199,0.332,0.297,0.211,0.442,0.003,0.231,0.076,0.119,Europe,Eastern Europe,49035.0,118.1849,0.0008814316304680329
Slovakia,2002,SVK,5375206.0,80015532032.0,1.165,0.217,41.961,42.511,-0.637,-1.477,7.909,0.531,0.188,7.806,0.524,0.185,17.995,3.348,45.76,8.513,0.572,64.891,3220.642,3662.154,2381.708,0.335,306.054,493.174,454.658,12.996,42124.305,2.83,0.025,0.005,13.514,2.514,8.586,7.021,0.55,0.102,5.1,0.949,2.75,0.512,8.047,1.497,0.226,1.214,226.427,0.146,0.16,0.135,0.186,0.325,0.293,0.21,0.438,0.003,0.232,0.076,0.118,Europe,Eastern Europe,49035.0,118.1849,0.000855735698990517
Slovakia,2003,SVK,5374381.0,84169826304.0,0.922,0.171,42.294,39.216,-3.295,-7.75,7.297,0.466,0.179,7.87,0.502,0.193,18.934,3.523,43.907,8.17,0.522,65.813,3262.936,3701.37,2400.642,0.361,319.198,490.097,462.791,14.13,40809.566,2.606,0.026,0.005,13.144,2.446,8.634,7.071,-3.078,-0.573,5.0,0.93,2.79,0.519,8.133,1.513,0.211,1.135,219.326,0.108,0.153,0.118,0.18,0.316,0.29,0.208,0.433,0.003,0.233,0.074,0.117,Europe,Eastern Europe,49035.0,118.1849,0.000862526766595289
