country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,region,subregion,landAreaKm,density,co2_per_landmass
Australia,1990,AUS,17048002.0,464136601600.0,3.463,0.203,278.154,263.388,21.992,9.11,15.45,0.567,0.255,16.316,0.599,0.269,141.88,8.322,243.168,14.264,0.524,90.173,7539.515,17570.596,4819.424,9.797,374.299,10031.079,2243.58,2.242,60597.098,2.226,7.272,0.427,34.455,2.021,28.566,31.757,-14.766,-0.866,141.07,8.275,80.09,4.698,88.842,5.211,0.132,2.242,1033.059,0.701,1.222,0.953,1.633,0.736,0.933,1.262,1.101,0.12,0.473,1.703,0.834,Oceania,Australia and New Zealand,7692020.0,3.4372,3.616137243532908e-05
Australia,1991,AUS,17271092.0,461003816960.0,3.183,0.184,279.529,230.871,-32.518,-12.346,13.367,0.501,0.225,16.185,0.606,0.273,146.083,8.458,243.848,14.119,0.529,93.356,7819.043,17801.463,4965.507,16.798,407.085,9982.421,2331.825,4.472,59365.438,2.224,7.001,0.405,32.786,1.898,28.197,31.346,-48.658,-2.817,140.91,8.159,79.09,4.579,88.246,5.109,0.129,2.23,1025.306,0.627,1.203,0.824,1.698,0.732,0.94,1.253,1.113,0.198,0.49,1.681,0.836,Oceania,Australia and New Zealand,7692020.0,3.4372,3.634012912082912e-05
Australia,1992,AUS,17462500.0,477843226624.0,2.923,0.167,284.525,310.76,79.889,34.603,17.796,0.65,0.298,16.294,0.595,0.273,150.051,8.593,246.449,14.113,0.516,96.279,8103.569,18112.225,5115.559,24.102,441.055,10008.656,2419.742,6.831,59681.504,2.181,7.304,0.418,33.97,1.945,27.926,31.04,26.234,1.502,138.9,7.954,78.2,4.478,87.917,5.035,0.135,2.36,1042.188,0.553,1.26,1.131,1.787,0.725,0.949,1.251,1.125,0.276,0.507,1.672,0.84,Oceania,Australia and New Zealand,7692020.0,3.4372,3.6989633412289614e-05
Australia,1993,AUS,17631514.0,500840595456.0,3.005,0.17,288.871,331.19,20.43,6.574,18.784,0.661,0.311,16.384,0.577,0.271,150.099,8.513,247.403,14.032,0.494,99.284,8392.439,18443.414,5265.657,31.239,476.725,10050.975,2510.129,9.405,60350.93,2.125,7.137,0.405,35.67,2.023,27.78,30.865,42.319,2.4,137.46,7.796,77.92,4.419,90.387,5.126,0.146,2.574,1064.078,0.545,1.266,1.196,1.766,0.717,0.957,1.25,1.137,0.349,0.524,1.666,0.844,Oceania,Australia and New Zealand,7692020.0,3.4372,3.755463454333192e-05
Australia,1994,AUS,17805506.0,527346171904.0,3.484,0.196,293.697,315.168,-16.022,-4.838,17.701,0.598,0.285,16.495,0.557,0.266,151.376,8.502,255.788,14.366,0.485,102.768,8686.136,18758.582,5417.034,38.119,513.757,10072.446,2602.053,12.405,62085.629,2.096,6.88,0.386,37.032,2.08,27.844,30.899,21.471,1.206,138.45,7.776,77.71,4.364,91.924,5.163,0.168,3.0,1105.466,0.592,1.279,1.115,1.771,0.712,0.965,1.247,1.148,0.414,0.54,1.655,0.849,Oceania,Australia and New Zealand,7692020.0,3.4372,3.818203800822151e-05
Australia,1995,AUS,18003002.0,549172871168.0,3.358,0.187,305.003,495.751,180.583,57.298,27.537,0.903,0.429,16.942,0.555,0.264,155.719,8.65,261.404,14.52,0.476,106.126,8991.139,19254.334,5572.752,45.18,553.588,10263.193,2698.179,15.313,64117.027,2.102,7.061,0.392,39.831,2.212,27.97,30.994,190.748,10.595,137.05,7.613,77.5,4.305,96.127,5.339,0.162,2.908,1154.299,0.539,1.3,1.725,1.771,0.705,0.974,1.256,1.16,0.478,0.557,1.671,0.854,Oceania,Australia and New Zealand,7692020.0,3.4372,3.965187298004945e-05
Australia,1996,AUS,18211850.0,574551425024.0,3.244,0.178,311.886,514.835,19.084,3.85,28.269,0.896,0.433,17.125,0.543,0.263,160.375,8.806,267.776,14.703,0.466,109.37,9303.024,19769.168,5733.127,51.941,593.353,10466.143,2796.876,18.357,65239.766,2.068,6.761,0.371,39.765,2.183,27.508,30.61,202.949,11.144,131.56,7.224,71.87,3.946,98.697,5.419,0.167,3.044,1188.137,0.511,1.291,1.748,1.779,0.697,0.982,1.266,1.171,0.535,0.572,1.69,0.859,Oceania,Australia and New Zealand,7692020.0,3.4372,4.05466964464471e-05
Australia,1997,AUS,18410254.0,600621056000.0,3.185,0.173,320.283,457.902,-56.933,-11.058,24.872,0.762,0.376,17.397,0.533,0.263,167.67,9.107,275.319,14.955,0.458,112.554,9623.308,20227.07,5900.798,58.628,634.428,10603.763,2895.264,21.635,66120.117,2.027,6.687,0.363,41.074,2.231,27.556,30.79,137.62,7.475,134.08,7.283,71.78,3.899,98.388,5.344,0.178,3.278,1217.288,0.482,1.318,1.458,1.87,0.689,0.99,1.269,1.184,0.589,0.586,1.693,0.863,Oceania,Australia and New Zealand,7692020.0,3.4372,4.1638347274188054e-05
Australia,1998,AUS,18601666.0,634305052672.0,3.475,0.187,334.076,536.146,78.243,17.087,28.822,0.845,0.43,17.959,0.527,0.268,177.596,9.547,294.484,15.831,0.464,116.03,9957.383,20763.215,6078.395,65.53,677.916,10805.832,2994.411,25.103,67001.016,1.965,6.902,0.371,43.488,2.338,28.832,31.924,202.07,10.863,136.0,7.311,75.55,4.061,99.146,5.33,0.186,3.467,1246.331,0.528,1.38,1.805,2.035,0.682,1.0,1.279,1.198,0.643,0.602,1.71,0.867,Oceania,Australia and New Zealand,7692020.0,3.4372,4.343150433826225e-05
Australia,1999,AUS,18800892.0,664206835712.0,3.52,0.187,343.489,493.859,-42.286,-7.887,26.268,0.744,0.381,18.27,0.517,0.265,183.215,9.745,295.427,15.713,0.445,119.55,10300.873,21257.074,6261.609,72.695,723.465,10956.203,3094.81,28.743,69004.562,1.953,7.165,0.381,45.549,2.423,30.465,33.655,150.371,7.998,152.62,8.118,93.1,4.952,100.399,5.34,0.194,3.64,1297.347,0.509,1.389,1.634,2.069,0.676,1.009,1.286,1.213,0.697,0.617,1.719,0.871,Oceania,Australia and New Zealand,7692020.0,3.4372,4.465524010597996e-05
Australia,2000,AUS,19017968.0,691886620672.0,3.621,0.19,349.635,551.962,58.102,11.765,29.023,0.798,0.423,18.384,0.505,0.268,185.781,9.769,290.193,15.259,0.419,123.171,10650.507,21809.037,6447.391,80.648,770.059,11158.529,3197.148,32.092,68632.961,1.887,7.953,0.418,46.594,2.45,31.389,34.217,202.326,10.639,158.25,8.321,99.5,5.232,102.337,5.381,0.176,3.349,1305.26,0.502,1.374,1.806,2.019,0.669,1.018,1.295,1.227,0.753,0.631,1.737,0.874,Oceania,Australia and New Zealand,7692020.0,3.4372,4.545424998894959e-05
Australia,2001,AUS,19248146.0,713625763840.0,3.541,0.184,357.132,466.942,-85.019,-15.403,24.259,0.654,0.355,18.554,0.5,0.272,190.067,9.875,298.885,15.528,0.419,126.711,11007.64,22275.979,6637.458,88.82,819.369,11268.339,3299.73,35.551,68338.289,1.843,8.172,0.425,49.311,2.562,32.459,34.101,109.81,5.705,167.17,8.685,109.86,5.708,102.583,5.329,0.18,3.459,1315.385,0.469,1.391,1.536,2.054,0.661,1.027,1.299,1.242,0.808,0.646,1.741,0.878,Oceania,Australia and New Zealand,7692020.0,3.4372,4.642889644072688e-05
Australia,2002,AUS,19475842.0,746683498496.0,3.488,0.179,361.541,427.273,-39.669,-8.496,21.939,0.572,0.318,18.564,0.484,0.269,191.131,9.814,317.546,16.305,0.425,130.199,11369.182,22703.252,6828.588,96.828,869.943,11334.071,3404.247,39.376,68892.789,1.797,8.007,0.411,50.573,2.597,31.797,33.526,65.732,3.375,161.55,8.295,103.77,5.328,104.516,5.366,0.196,3.825,1341.745,0.438,1.376,1.358,1.975,0.652,1.035,1.3,1.255,0.858,0.661,1.737,0.881,Oceania,Australia and New Zealand,7692020.0,3.4372,4.700208787808664e-05
Australia,2003,AUS,19699004.0,773868617728.0,3.584,0.182,369.28,591.831,164.558,38.514,30.044,0.765,0.435,18.746,0.477,0.271,195.37,9.918,334.737,16.993,0.433,133.783,11738.46,23295.082,7023.959,103.986,919.644,11556.622,3513.817,43.271,69082.797,1.759,7.158,0.363,49.701,2.523,27.378,29.253,222.551,11.298,123.59,6.274,65.19,3.309,109.571,5.562,0.198,3.895,1360.862,0.421,1.335,1.777,1.857,0.643,1.043,1.309,1.266,0.898,0.672,1.756,0.885,Oceania,Australia and New Zealand,7692020.0,3.4372,4.800819550651194e-05
Australia,2004,AUS,19925060.0,809419735040.0,3.555,0.178,382.821,568.183,-23.648,-3.996,28.516,0.702,0.405,19.213,0.473,0.273,202.21,10.149,344.538,17.292,0.426,137.338,12121.281,23863.266,7226.169,110.844,972.162,11741.983,3627.583,47.186,70486.32,1.735,6.858,0.344,52.518,2.636,29.984,31.496,185.362,9.303,140.73,7.063,85.42,4.287,113.766,5.71,0.196,3.914,1404.444,0.39,1.337,1.671,1.86,0.632,1.05,1.316,1.278,0.931,0.684,1.77,0.889,Oceania,Australia and New Zealand,7692020.0,3.4372,4.976859134531632e-05
Australia,2005,AUS,20171732.0,840554577920.0,3.664,0.182,386.154,459.14,-109.042,-19.191,22.762,0.546,0.326,19.143,0.459,0.274,200.7,9.95,343.943,17.051,0.409,141.002,12507.435,24322.406,7426.868,117.758,1026.639,11814.972,3744.091,51.076,69917.164,1.678,6.914,0.343,54.477,2.701,27.78,29.271,72.987,3.618,121.4,6.018,62.57,3.102,116.508,5.776,0.193,3.891,1410.35,0.38,1.304,1.337,1.739,0.621,1.056,1.316,1.287,0.961,0.696,1.768,0.893,Oceania,Australia and New Zealand,7692020.0,3.4372,5.0201897550968406e-05
Australia,2006,AUS,20467032.0,868838998016.0,3.888,0.19,392.384,418.655,-40.485,-8.818,20.455,0.482,0.285,19.172,0.452,0.267,204.385,9.986,356.321,17.41,0.41,144.89,12899.819,24741.061,7631.253,124.804,1082.45,11841.242,3861.491,54.93,71863.758,1.693,7.046,0.344,55.811,2.727,29.467,31.188,26.271,1.284,142.45,6.96,84.75,4.141,117.4,5.736,0.188,3.854,1470.838,0.37,1.283,1.174,1.677,0.61,1.062,1.314,1.295,0.991,0.708,1.759,0.897,Oceania,Australia and New Zealand,7692020.0,3.4372,5.101182784236131e-05
Australia,2007,AUS,20830832.0,913875861504.0,3.972,0.191,399.625,478.144,59.489,14.21,22.954,0.523,0.317,19.184,0.437,0.265,203.543,9.771,368.229,17.677,0.403,148.862,13299.443,25219.205,7834.796,132.309,1143.498,11919.762,3980.965,59.014,72304.703,1.648,7.504,0.36,61.049,2.931,29.114,30.625,78.52,3.769,137.7,6.61,77.96,3.743,119.474,5.735,0.196,4.083,1506.167,0.352,1.268,1.33,1.593,0.598,1.067,1.314,1.301,1.021,0.721,1.759,0.901,Oceania,Australia and New Zealand,7692020.0,3.4372,5.1953193049420046e-05
Australia,2008,AUS,21247876.0,942108901376.0,3.863,0.182,404.233,668.847,190.703,39.884,31.478,0.71,0.437,19.025,0.429,0.264,204.671,9.633,363.853,17.124,0.386,152.724,13703.677,25888.053,8039.468,139.791,1205.285,12184.375,4103.293,63.115,72089.344,1.626,7.483,0.352,61.787,2.908,27.247,28.651,264.614,12.454,120.7,5.681,61.63,2.901,122.328,5.757,0.193,4.101,1531.745,0.338,1.26,1.821,1.551,0.587,1.072,1.324,1.307,1.048,0.733,1.786,0.906,Oceania,Australia and New Zealand,7692020.0,3.4372,5.2552255454353994e-05
Australia,2009,AUS,21660898.0,964937515008.0,3.829,0.177,407.065,512.771,-156.076,-23.335,23.673,0.531,0.34,18.793,0.422,0.27,206.05,9.513,394.753,18.224,0.409,156.553,14110.741,26400.822,8245.519,147.757,1268.399,12290.082,4225.661,66.853,69689.844,1.564,7.966,0.368,63.114,2.914,27.404,28.915,105.706,4.88,125.88,5.811,66.88,3.088,122.367,5.649,0.173,3.739,1509.545,0.326,1.29,1.401,1.583,0.576,1.077,1.325,1.312,1.077,0.745,1.788,0.911,Oceania,Australia and New Zealand,7692020.0,3.4372,5.2920429224052976e-05
Australia,2010,AUS,22019166.0,994067742720.0,3.549,0.161,405.103,927.407,414.635,80.862,42.118,0.933,0.615,18.398,0.408,0.268,200.536,9.107,395.884,17.979,0.398,160.102,14515.845,27328.23,8446.055,155.947,1332.663,12812.385,4350.217,70.861,68523.875,1.518,8.19,0.372,64.264,2.919,25.725,27.084,522.303,23.72,115.16,5.23,54.38,2.47,124.557,5.657,0.182,4.008,1508.839,0.283,1.214,2.428,1.44,0.563,1.081,1.346,1.315,1.106,0.755,1.851,0.915,Oceania,Australia and New Zealand,7692020.0,3.4372,5.26653596844522e-05
Australia,2011,AUS,22357032.0,1026035417088.0,3.496,0.156,403.829,672.363,-255.043,-27.501,30.074,0.655,0.432,18.063,0.394,0.26,192.125,8.593,394.286,17.636,0.384,163.598,14919.674,28000.594,8638.18,163.821,1399.142,13080.92,4480.025,74.908,69585.266,1.516,7.874,0.352,66.48,2.974,29.894,28.624,268.535,12.011,164.56,7.361,107.71,4.818,129.808,5.806,0.181,4.047,1555.72,0.259,1.171,1.704,1.304,0.549,1.083,1.353,1.315,1.132,0.765,1.876,0.92,Oceania,Australia and New Zealand,7692020.0,3.4372,5.2499733490032526e-05
Australia,2012,AUS,22729272.0,1064162361344.0,3.518,0.155,406.151,564.546,-107.818,-16.036,24.838,0.531,0.368,17.869,0.382,0.265,189.138,8.321,401.866,17.681,0.378,167.116,15325.825,28565.139,8827.317,172.108,1466.848,13239.314,4613.709,78.726,67440.57,1.44,8.287,0.365,67.706,2.979,29.365,28.141,158.395,6.969,163.4,7.189,107.36,4.723,133.684,5.882,0.168,3.818,1532.875,0.254,1.16,1.417,1.267,0.536,1.085,1.354,1.314,1.159,0.775,1.886,0.926,Oceania,Australia and New Zealand,7692020.0,3.4372,5.2801604780018774e-05
Australia,2013,AUS,23111788.0,1087110184960.0,3.294,0.143,397.887,555.073,-9.473,-1.678,24.017,0.511,0.358,17.216,0.366,0.256,176.347,7.63,380.554,16.466,0.35,170.41,15723.713,29120.213,9003.664,180.955,1536.495,13396.5,4749.891,82.297,67165.75,1.428,8.846,0.383,69.648,3.014,25.133,23.981,157.186,6.801,127.03,5.496,64.44,2.788,136.181,5.892,0.155,3.571,1552.321,0.228,1.127,1.39,1.174,0.522,1.086,1.354,1.311,1.188,0.785,1.896,0.931,Oceania,Australia and New Zealand,7692020.0,3.4372,5.1727244598948004e-05
Australia,2014,AUS,23469578.0,1117472423936.0,3.138,0.134,393.953,475.733,-79.34,-14.294,20.27,0.426,0.304,16.786,0.353,0.252,168.13,7.164,381.514,16.256,0.341,173.548,16117.666,29595.945,9171.795,190.227,1608.303,13478.28,4887.489,86.303,66596.422,1.399,9.273,0.395,71.808,3.06,25.449,24.286,81.78,3.485,138.7,5.91,76.46,3.258,137.599,5.863,0.171,4.006,1562.99,0.209,1.107,1.175,1.117,0.508,1.086,1.351,1.307,1.217,0.794,1.894,0.937,Oceania,Australia and New Zealand,7692020.0,3.4372,5.1215805471124617e-05
Australia,2015,AUS,23820240.0,1145386827776.0,3.076,0.129,401.793,437.7,-38.033,-7.995,18.375,0.382,0.274,16.868,0.351,0.251,174.189,7.313,382.345,16.051,0.334,176.624,16519.459,30033.645,9345.983,201.055,1680.348,13514.188,5025.118,90.33,67151.32,1.397,10.828,0.455,72.044,3.024,25.062,23.882,35.907,1.507,134.8,5.659,72.5,3.044,137.629,5.778,0.169,4.027,1599.561,0.213,1.13,1.069,1.184,0.496,1.088,1.346,1.304,1.256,0.803,1.885,0.942,Oceania,Australia and New Zealand,7692020.0,3.4372,5.223504359063029e-05
Australia,2016,AUS,24195706.0,1176481300480.0,2.931,0.121,411.264,500.519,62.819,14.352,20.686,0.425,0.312,16.997,0.35,0.256,179.55,7.421,372.424,15.392,0.317,179.555,16930.723,30534.164,9525.532,213.495,1755.402,13603.442,5162.494,94.244,66373.297,1.365,12.44,0.514,75.055,3.102,23.742,23.905,89.255,3.689,119.21,4.927,58.23,2.407,137.375,5.678,0.162,3.914,1605.949,0.197,1.158,1.25,1.25,0.484,1.089,1.344,1.303,1.303,0.812,1.886,0.946,Oceania,Australia and New Zealand,7692020.0,3.4372,5.346631964035455e-05
Australia,2017,AUS,24590336.0,1205343092736.0,3.019,0.123,414.358,470.308,-30.212,-6.036,19.126,0.39,0.294,16.85,0.344,0.259,176.906,7.194,377.935,15.369,0.314,182.574,17345.082,31004.473,9702.438,228.357,1831.614,13659.392,5301.954,98.143,65077.184,1.328,14.861,0.604,76.212,3.099,25.346,25.48,55.949,2.275,141.83,5.768,80.04,3.255,139.461,5.671,0.159,3.899,1600.27,0.2,1.148,1.163,1.219,0.473,1.09,1.341,1.301,1.361,0.82,1.882,0.95,Oceania,Australia and New Zealand,7692020.0,3.4372,5.386855468394518e-05
Australia,2018,AUS,24979228.0,1238559621120.0,2.942,0.118,416.284,452.96,-17.347,-3.688,18.133,0.366,0.279,16.665,0.336,0.257,169.37,6.78,365.442,14.63,0.295,185.516,17761.363,31457.434,9871.81,245.282,1911.049,13696.068,5445.667,102.042,64903.465,1.309,16.926,0.678,79.435,3.18,24.716,24.872,36.677,1.468,141.41,5.661,77.69,3.11,143.712,5.753,0.156,3.899,1621.238,0.187,1.13,1.105,1.149,0.462,1.091,1.337,1.298,1.427,0.828,1.876,0.955,Oceania,Australia and New Zealand,7692020.0,3.4372,5.411894404850741e-05
Austria,1990,AUT,7678732.0,207979118592.0,2.033,0.265,62.145,59.874,8.632,16.846,7.797,0.288,0.179,8.093,0.299,0.185,18.139,2.362,89.3,11.63,0.429,84.081,3453.234,3690.479,2276.428,0.102,236.485,265.567,855.003,1.135,43648.84,1.612,0.102,0.013,11.836,1.541,9.977,8.223,-2.272,-0.296,11.85,1.543,4.97,0.647,28.899,3.764,0.148,1.135,335.168,0.412,0.273,0.217,0.209,0.686,0.427,0.265,0.52,0.001,0.299,0.045,0.318,Europe,Western Europe,82520.0,108.5671,0.0007530901599612216
Austria,1991,AUT,7755640.0,215992565760.0,2.005,0.259,65.744,63.362,3.489,5.827,8.17,0.293,0.18,8.477,0.304,0.187,18.699,2.411,91.019,11.736,0.421,86.086,3518.978,3753.841,2295.127,0.213,248.986,263.185,886.41,2.156,45323.645,1.627,0.111,0.014,12.501,1.612,10.43,8.693,-2.382,-0.307,11.85,1.528,4.99,0.643,31.407,4.05,0.132,1.02,351.514,0.395,0.283,0.226,0.217,0.675,0.423,0.264,0.514,0.003,0.3,0.044,0.318,Europe,Western Europe,82520.0,108.5671,0.000796703829374697
Austria,1992,AUT,7840816.0,221400842240.0,2.105,0.268,60.244,57.423,-5.94,-9.374,7.324,0.259,0.166,7.683,0.272,0.174,14.386,1.835,93.073,11.87,0.42,88.191,3579.222,3811.263,2309.513,0.334,261.505,260.364,916.562,3.118,44124.383,1.563,0.12,0.015,12.519,1.597,9.574,7.856,-2.821,-0.36,11.65,1.486,4.78,0.61,30.152,3.846,0.123,0.962,345.971,0.398,0.267,0.209,0.171,0.664,0.419,0.263,0.508,0.004,0.301,0.043,0.318,Europe,Western Europe,82520.0,108.5671,0.000730053320407174
Austria,1993,AUT,7905280.0,223463030784.0,2.032,0.257,60.671,58.142,0.72,1.253,7.355,0.26,0.165,7.675,0.272,0.172,13.274,1.679,89.067,11.267,0.399,90.223,3639.893,3869.406,2322.787,0.446,274.527,257.836,947.827,4.084,44542.977,1.576,0.112,0.014,13.022,1.647,9.487,7.783,-2.528,-0.32,11.33,1.433,4.71,0.596,31.265,3.955,0.122,0.966,352.125,0.368,0.266,0.21,0.156,0.652,0.415,0.262,0.501,0.005,0.301,0.043,0.319,Europe,Western Europe,82520.0,108.5671,0.0007352278235579254
Austria,1994,AUT,7935366.0,229749260288.0,2.102,0.265,61.046,58.628,0.485,0.834,7.388,0.255,0.168,7.693,0.266,0.174,13.456,1.696,88.725,11.181,0.386,92.325,3700.939,3928.033,2336.244,0.573,288.182,255.417,978.54,5.073,44102.496,1.523,0.128,0.016,13.656,1.721,9.46,7.763,-2.418,-0.305,10.93,1.377,4.67,0.589,30.714,3.87,0.125,0.99,349.969,0.357,0.266,0.207,0.157,0.64,0.411,0.261,0.495,0.006,0.303,0.042,0.319,Europe,Western Europe,82520.0,108.5671,0.0007397721764420747
Austria,1995,AUT,7947293.0,236824444928.0,1.631,0.205,64.023,61.385,2.757,4.703,7.724,0.259,0.167,8.056,0.27,0.174,15.423,1.941,92.772,11.673,0.392,93.956,3764.962,3989.418,2351.667,0.701,303.082,252.779,1009.392,6.164,46183.117,1.55,0.127,0.016,14.899,1.875,9.758,8.063,-2.638,-0.332,10.45,1.315,4.65,0.585,30.852,3.882,0.137,1.09,367.031,0.262,0.273,0.214,0.175,0.624,0.408,0.26,0.489,0.007,0.305,0.041,0.32,Europe,Western Europe,82520.0,108.5671,0.0007758482792050411
Austria,1996,AUT,7958043.0,243480772608.0,1.634,0.205,67.367,64.802,3.417,5.567,8.143,0.266,0.176,8.465,0.277,0.183,15.068,1.893,100.736,12.658,0.414,95.591,3832.329,4054.22,2366.735,0.772,318.878,250.215,1043.169,7.185,46180.227,1.509,0.071,0.009,15.796,1.985,10.22,8.527,-2.565,-0.322,10.27,1.291,4.76,0.598,33.777,4.244,0.128,1.021,367.504,0.257,0.279,0.22,0.167,0.609,0.405,0.26,0.483,0.008,0.307,0.04,0.32,Europe,Western Europe,82520.0,108.5671,0.0008163717886572953
Austria,1997,AUT,7967086.0,249847267328.0,1.761,0.221,67.264,65.615,0.813,1.254,8.236,0.263,0.175,8.443,0.269,0.179,16.156,2.028,94.849,11.905,0.38,97.352,3899.593,4119.835,2382.89,0.893,334.178,248.566,1076.021,8.259,47102.371,1.502,0.121,0.015,15.3,1.92,10.076,8.386,-1.649,-0.207,9.95,1.249,4.69,0.589,32.852,4.123,0.135,1.074,375.269,0.266,0.277,0.209,0.18,0.596,0.401,0.259,0.478,0.009,0.309,0.04,0.321,Europe,Western Europe,82520.0,108.5671,0.0008151236063984488
Austria,1998,AUT,7975856.0,259776266240.0,1.599,0.2,66.898,67.411,1.796,2.738,8.452,0.259,0.177,8.388,0.258,0.175,13.706,1.718,98.282,12.322,0.378,98.95,3966.491,4187.247,2396.597,1.035,349.895,249.079,1110.681,9.333,47804.648,1.468,0.142,0.018,15.717,1.971,10.065,8.377,0.513,0.064,9.67,1.212,4.7,0.589,34.66,4.346,0.135,1.075,381.283,0.243,0.276,0.227,0.157,0.582,0.398,0.258,0.472,0.01,0.311,0.039,0.322,Europe,Western Europe,82520.0,108.5671,0.0008106883179835191
Austria,1999,AUT,7991382.0,270186299392.0,1.607,0.201,65.651,65.138,-2.273,-3.372,8.151,0.241,0.167,8.215,0.243,0.168,13.875,1.736,96.557,12.083,0.357,100.558,4032.142,4252.385,2410.472,1.205,365.997,248.566,1143.513,10.397,48794.266,1.443,0.171,0.021,16.102,2.015,9.819,8.134,-0.513,-0.064,9.54,1.194,4.7,0.588,32.833,4.109,0.133,1.063,389.934,0.233,0.265,0.216,0.157,0.568,0.395,0.257,0.467,0.012,0.312,0.039,0.322,Europe,Western Europe,82520.0,108.5671,0.000795576829859428
Austria,2000,AUT,8010425.0,280410161152.0,1.712,0.214,66.15,64.281,-0.857,-1.316,8.025,0.229,0.164,8.258,0.236,0.169,15.753,1.967,91.797,11.46,0.327,102.269,4098.292,4316.666,2426.224,1.37,381.263,246.697,1175.677,11.488,48864.398,1.396,0.165,0.021,15.266,1.906,9.818,8.137,-1.869,-0.233,9.28,1.158,4.66,0.582,32.163,4.015,0.136,1.092,391.425,0.237,0.26,0.21,0.171,0.555,0.392,0.256,0.462,0.013,0.312,0.038,0.322,Europe,Western Europe,82520.0,108.5671,0.0008016238487639361
Austria,2001,AUT,8039633.0,285335945216.0,1.72,0.214,70.15,67.988,3.707,5.766,8.457,0.238,0.168,8.725,0.246,0.173,16.564,2.06,96.438,11.995,0.338,103.989,4168.441,4384.654,2442.788,1.553,397.42,244.535,1210.087,12.603,50421.371,1.421,0.183,0.023,16.158,2.01,10.324,9.558,-2.162,-0.269,9.17,1.141,4.55,0.566,34.411,4.28,0.139,1.114,405.369,0.228,0.273,0.224,0.179,0.542,0.389,0.256,0.457,0.014,0.313,0.038,0.322,Europe,Western Europe,82520.0,108.5671,0.0008500969461948619
Austria,2002,AUT,8078994.0,291225468928.0,1.736,0.215,71.954,69.828,1.841,2.707,8.643,0.24,0.172,8.906,0.247,0.177,16.737,2.072,95.01,11.76,0.326,105.725,4240.395,4454.482,2459.525,1.72,413.491,242.41,1246.145,13.79,50254.645,1.394,0.167,0.021,16.07,1.989,10.438,9.676,-2.125,-0.263,9.05,1.12,4.47,0.553,36.057,4.463,0.147,1.187,406.007,0.218,0.274,0.222,0.173,0.529,0.386,0.255,0.452,0.015,0.314,0.037,0.322,Europe,Western Europe,82520.0,108.5671,0.0008719583131362093
Austria,2003,AUT,8120105.0,294604374016.0,1.754,0.216,77.461,76.508,6.68,9.566,9.422,0.26,0.186,9.539,0.263,0.189,18.023,2.22,100.983,12.436,0.343,107.479,4317.856,4530.991,2477.547,1.904,430.759,241.458,1285.226,14.939,50523.207,1.393,0.184,0.023,17.268,2.127,11.016,10.256,-0.953,-0.117,8.9,1.096,4.48,0.552,39.082,4.813,0.142,1.15,410.254,0.206,0.28,0.23,0.171,0.516,0.384,0.255,0.447,0.016,0.315,0.037,0.324,Europe,Western Europe,82520.0,108.5671,0.0009386936500242366
Austria,2004,AUT,8171215.0,303786426368.0,1.79,0.219,77.678,76.139,-0.369,-0.482,9.318,0.251,0.182,9.506,0.256,0.186,17.766,2.174,104.724,12.816,0.345,109.269,4395.534,4607.13,2495.313,2.069,448.421,239.919,1324.326,16.134,51139.316,1.376,0.165,0.02,17.662,2.162,11.047,10.293,-1.539,-0.188,8.81,1.078,3.93,0.481,39.1,4.785,0.146,1.195,417.87,0.197,0.271,0.224,0.163,0.503,0.381,0.254,0.441,0.017,0.316,0.036,0.324,Europe,Western Europe,82520.0,108.5671,0.0009413233155598642
Austria,2005,AUT,8227034.0,311537598464.0,1.797,0.218,79.078,77.246,1.107,1.454,9.389,0.248,0.182,9.612,0.254,0.186,17.862,2.171,106.787,12.98,0.343,111.067,4474.612,4684.376,2513.175,2.229,467.122,238.087,1363.719,17.299,51679.168,1.365,0.16,0.019,18.701,2.273,10.982,10.233,-1.832,-0.223,8.63,1.049,3.97,0.483,39.393,4.788,0.142,1.165,425.166,0.186,0.267,0.225,0.155,0.489,0.378,0.254,0.435,0.018,0.317,0.036,0.325,Europe,Western Europe,82520.0,108.5671,0.0009582888996606884
